id,season,winner,home_team_avg_score,visitor_team_avg_score
63309,2019,0,113.5,112.0
63310,2019,1,117.0,115.8
63319,2019,0,110.4,112.8
63320,2019,1,116.6,114.1
63343,2019,0,117.7,112.2
63327,2019,0,114.0,105.6
63358,2019,1,110.4,108.8
63362,2019,0,109.3,106.2
63376,2019,0,109.3,101.6
63374,2019,0,108.6,114.9
63424,2019,1,114.6,116.3
63398,2019,1,114.5,105.6
63425,2019,1,113.5,110.3
63444,2019,1,113.5,114.1
63438,2019,0,112.2,112.6
63450,2019,0,114.6,108.3
63459,2019,1,112.9,106.2
63473,2019,1,113.4,112.8
63468,2019,1,112.2,114.8
63460,2019,1,106.1,115.8
63488,2019,0,114.6,112.2
63470,2019,1,114.6,112.0
63480,2019,1,117.0,107.7
63479,2019,0,110.1,116.3
63490,2019,1,106.1,116.3
63494,2019,0,117.6,115.8
63493,2019,0,115.4,110.8
63507,2019,1,119.4,107.6
63517,2019,0,106.1,107.6
63518,2019,0,110.1,108.3
63549,2019,1,117.3,112.6
63536,2019,0,116.6,108.3
63541,2019,1,110.9,116.1
63538,2019,1,105.4,105.2
63544,2019,1,114.0,106.2
62785,2019,1,112.9,106.2
62798,2019,1,109.3,108.8
62819,2019,0,105.4,110.8
62803,2019,0,113.2,112.8
62816,2019,1,119.4,105.2
62818,2019,0,116.6,116.3
62826,2019,0,114.6,115.8
62827,2019,1,115.4,109.8
62845,2019,0,114.7,115.8
62864,2019,1,112.9,107.6
62849,2019,1,107.0,107.6
62843,2019,0,113.4,114.9
62850,2019,1,112.1,110.3
62851,2019,0,109.3,101.6
62860,2019,0,114.5,116.3
62865,2019,1,116.6,108.8
62861,2019,1,117.3,107.6
62868,2019,0,105.4,110.3
62869,2019,0,110.1,112.2
62888,2019,1,117.0,112.0
62890,2019,0,109.3,116.1
62896,2019,1,117.7,115.8
62907,2019,1,114.5,114.8
62901,2019,0,113.0,116.1
62926,2019,0,110.4,114.9
62925,2019,1,113.5,115.8
62956,2019,0,114.6,107.6
62947,2019,1,119.4,114.1
62952,2019,1,110.9,112.0
62968,2019,1,119.4,104.8
62973,2019,0,114.6,112.8
62987,2019,0,117.6,110.8
62978,2019,1,113.0,104.8
62994,2019,0,110.1,114.1
63491,2019,0,114.7,107.6
63009,2019,1,113.2,112.6
63017,2019,1,113.4,109.8
63032,2019,1,114.5,110.9
63048,2019,1,112.2,112.0
63053,2019,1,114.5,107.6
63057,2019,1,117.6,107.6
63065,2019,0,107.0,116.3
63477,2019,1,105.4,107.6
63478,2019,0,104.2,116.1
63506,2019,1,117.7,114.1
63492,2019,0,104.2,113.4
63510,2019,0,110.4,107.7
63522,2019,1,113.5,116.1
63523,2019,0,109.3,110.9
63513,2019,1,112.1,113.4
63534,2019,0,114.0,108.8
63551,2019,0,113.5,110.8
62917,2019,1,112.2,112.2
62918,2019,1,112.1,110.0
62953,2019,0,115.4,107.7
62933,2019,0,112.2,106.4
62942,2019,0,113.0,114.9
63000,2019,1,119.4,112.8
62954,2019,0,106.1,116.1
62998,2019,1,117.3,105.6
63036,2019,0,110.4,116.1
63004,2019,1,110.4,109.8
63040,2019,1,107.0,116.1
63052,2019,0,114.6,116.1
63044,2019,0,112.1,106.2
63117,2019,1,114.5,112.0
63056,2019,0,115.4,111.5
63086,2019,1,113.2,116.3
63096,2019,1,117.7,110.8
63102,2019,1,114.5,106.2
63109,2019,1,114.6,107.6
63148,2019,1,110.1,112.0
63116,2019,0,110.4,114.1
63126,2019,0,114.6,110.0
63135,2019,0,114.5,109.8
63141,2019,0,114.6,116.1
63152,2019,0,105.4,114.1
63164,2019,0,110.9,104.8
63171,2019,1,113.4,105.6
63179,2019,0,110.4,108.3
63181,2019,1,114.6,112.6
63192,2019,0,113.2,111.5
63201,2019,1,117.0,108.3
63215,2019,0,110.1,111.5
63202,2019,1,110.4,115.8
63231,2019,1,115.4,112.8
63241,2019,1,114.5,114.8
63267,2019,1,112.9,112.8
63261,2019,0,114.7,112.6
63318,2019,1,117.3,110.9
63270,2019,1,114.6,114.8
63281,2019,0,112.2,116.1
63321,2019,1,119.4,112.6
63344,2019,0,112.2,110.0
63326,2019,0,110.4,116.3
63512,2019,0,104.2,110.0
63350,2019,1,117.3,113.4
63353,2019,1,114.0,116.3
63367,2019,0,114.5,110.0
63370,2019,1,114.6,106.2
63382,2019,1,110.9,113.4
63385,2019,1,112.9,114.9
63394,2019,0,105.4,114.8
63514,2019,1,114.0,108.8
63526,2019,1,107.0,107.7
63533,2019,1,114.5,116.1
63528,2019,1,104.2,116.1
63556,2019,1,117.7,110.0
63529,2019,1,112.1,107.6
63547,2019,0,113.4,108.3
63553,2019,0,114.5,101.6
63022,2019,1,113.0,116.3
63072,2019,0,113.0,106.4
63071,2019,1,113.4,101.6
63073,2019,1,117.6,116.1
63091,2019,0,110.4,110.0
63074,2019,0,106.1,108.8
63081,2019,1,110.4,107.7
63084,2019,1,116.6,110.0
63089,2019,1,119.4,115.8
63085,2019,1,114.7,105.6
63095,2019,1,110.1,105.6
63090,2019,1,113.5,112.6
63100,2019,0,114.0,112.0
63092,2019,0,108.6,101.6
63134,2019,1,113.4,115.8
63103,2019,1,113.5,114.1
63108,2019,0,106.1,110.9
63140,2019,1,106.1,114.8
63112,2019,0,106.1,110.3
63127,2019,0,117.6,110.9
63111,2019,1,114.0,110.0
63129,2019,1,114.7,116.1
63133,2019,0,112.1,106.4
63151,2019,1,112.1,108.8
63138,2019,0,104.2,111.5
63149,2019,1,113.2,116.1
63159,2019,1,117.0,105.6
63157,2019,1,112.2,101.6
63173,2019,1,114.5,101.6
63160,2019,1,115.4,114.1
63174,2019,0,109.3,114.1
63213,2019,0,105.4,107.7
63193,2019,1,110.9,101.6
63195,2019,0,110.4,116.3
63235,2019,1,117.3,105.6
63207,2019,0,114.7,108.8
63208,2019,1,117.7,112.0
63238,2019,0,106.1,106.4
63226,2019,0,108.6,106.2
63253,2019,0,109.3,112.2
63251,2019,0,117.3,116.3
63295,2019,1,117.3,116.1
63266,2019,0,110.1,106.4
63271,2019,1,105.4,110.8
63280,2019,0,113.2,116.3
63283,2019,0,108.6,114.1
63299,2019,1,114.6,107.7
63305,2019,1,116.6,116.3
63313,2019,0,108.6,105.6
63361,2019,0,104.2,116.3
63330,2019,1,114.5,107.7
63337,2019,1,113.5,113.4
63339,2019,1,115.4,108.3
63357,2019,1,114.5,116.1
63375,2019,1,117.3,108.8
63378,2019,1,106.1,108.8
63396,2019,0,110.1,101.6
63119,2019,0,114.5,112.2
63087,2019,0,114.0,108.3
63094,2019,1,114.5,111.5
63104,2019,1,106.1,108.8
63118,2019,0,108.6,115.8
63106,2019,0,117.0,112.2
63115,2019,0,107.0,105.2
63145,2019,0,107.0,116.1
63123,2019,1,106.1,110.8
63136,2019,1,113.5,106.2
63125,2019,1,112.9,106.4
63146,2019,0,109.3,104.8
63137,2019,0,115.4,113.4
63153,2019,0,106.1,107.6
63158,2019,0,110.4,116.1
63161,2019,0,109.3,107.6
63165,2019,0,117.3,116.1
63168,2019,0,114.0,110.9
63177,2019,0,110.1,106.4
63172,2019,1,110.9,114.9
63180,2019,1,113.5,104.8
63191,2019,0,110.1,107.6
63184,2019,1,119.4,106.2
63200,2019,0,107.0,110.0
63219,2019,1,112.2,109.8
63205,2019,1,113.4,104.8
63209,2019,0,117.6,114.9
63223,2019,0,114.6,111.5
63220,2019,1,114.7,108.8
63237,2019,1,109.3,109.8
63229,2019,0,113.4,114.1
63236,2019,0,117.7,114.9
63247,2019,0,114.5,107.6
63242,2019,0,105.4,112.8
63250,2019,0,112.1,112.8
63252,2019,0,104.2,116.1
63263,2019,1,112.2,116.3
63260,2019,1,113.2,108.8
63292,2019,1,112.1,105.2
63262,2019,0,107.0,107.6
63272,2019,0,106.1,114.9
63279,2019,0,110.1,109.8
63285,2019,1,112.9,105.6
63294,2019,1,114.7,110.9
63301,2019,1,110.9,110.9
63302,2019,0,117.0,109.8
63303,2019,0,109.3,111.5
63306,2019,1,117.6,112.2
63315,2019,1,115.4,107.7
63316,2019,1,117.7,108.8
63322,2019,1,113.0,107.6
63325,2019,0,108.6,106.2
63328,2019,0,114.6,110.3
63349,2019,1,119.4,107.7
63346,2019,1,113.2,104.8
63391,2019,1,106.1,105.2
63345,2019,1,117.0,108.8
63347,2019,1,105.4,108.3
63356,2019,1,113.2,105.2
63354,2019,1,115.4,108.8
63366,2019,0,107.0,112.8
63372,2019,0,114.0,112.2
63364,2019,1,113.0,110.8
63369,2019,0,113.2,110.3
63377,2019,0,110.4,110.8
63381,2019,0,117.7,110.9
63389,2019,1,116.6,110.3
63397,2019,1,117.7,109.8
63121,2019,1,117.0,106.2
63107,2019,0,112.1,111.5
63122,2019,0,104.2,107.6
63131,2019,0,108.6,105.2
63144,2019,1,117.6,107.6
63147,2019,1,112.9,110.3
63139,2019,0,110.4,108.8
63150,2019,1,114.0,108.8
63170,2019,0,113.0,113.4
63162,2019,0,113.2,112.8
63166,2019,1,116.6,115.8
63176,2019,1,115.4,107.6
63167,2019,1,105.4,108.8
63178,2019,1,117.3,101.6
63187,2019,0,115.4,105.2
63182,2019,0,112.1,110.9
63183,2019,1,113.4,116.1
63198,2019,1,119.4,110.3
63199,2019,1,117.6,110.9
63189,2019,1,114.5,113.4
63203,2019,1,112.9,107.6
63190,2019,1,106.1,114.8
63204,2019,1,113.0,114.8
63212,2019,0,114.6,105.2
63217,2019,1,107.0,108.3
63228,2019,0,116.6,106.4
63216,2019,0,116.6,112.8
63243,2019,1,113.0,107.7
63224,2019,0,112.1,107.7
63225,2019,0,104.2,108.3
63227,2019,1,114.5,109.8
63245,2019,1,116.6,110.0
63244,2019,1,106.1,115.8
63246,2019,0,117.6,113.4
63248,2019,0,107.0,110.9
63254,2019,0,106.1,110.3
63249,2019,0,108.6,114.8
63276,2019,0,109.3,104.8
63256,2019,0,114.5,114.9
63265,2019,0,108.6,107.6
63273,2019,1,113.4,112.6
63258,2019,0,110.1,116.1
63259,2019,0,117.6,110.0
63268,2019,1,110.9,116.1
63277,2019,1,114.5,108.3
63274,2019,1,117.6,110.3
63275,2019,1,117.3,107.6
63278,2019,1,106.1,113.4
63291,2019,1,110.4,107.6
63284,2019,0,114.5,110.3
63293,2019,0,105.4,112.2
63296,2019,0,110.4,106.4
63297,2019,0,108.6,111.5
63298,2019,1,114.0,101.6
63300,2019,1,115.4,105.6
63304,2019,1,112.1,107.6
63307,2019,0,119.4,110.0
63308,2019,0,114.5,106.4
63312,2019,0,106.1,108.8
63314,2019,1,114.0,110.8
63317,2019,1,114.7,101.6
63335,2019,1,116.6,101.6
63332,2019,1,110.4,115.8
63331,2019,1,113.4,105.2
63336,2019,1,110.9,112.0
63341,2019,1,112.1,105.6
63333,2019,1,117.0,113.4
63334,2019,0,117.6,116.1
63340,2019,1,113.0,107.6
63338,2019,1,109.3,112.6
63351,2019,0,113.5,116.1
63373,2019,0,116.6,110.9
63348,2019,0,106.1,114.1
63360,2019,0,106.1,116.1
63352,2019,1,112.9,112.2
63355,2019,0,110.4,111.5
63359,2019,1,112.2,112.0
63363,2019,0,110.4,114.1
63390,2019,1,108.6,108.8
63365,2019,1,110.1,114.9
63380,2019,1,119.4,109.8
63383,2019,0,107.0,108.8
63384,2019,1,113.5,112.6
63386,2019,1,114.0,107.6
63387,2019,1,117.6,112.0
63393,2019,1,110.4,116.1
63395,2019,1,113.4,112.0
63399,2019,1,112.2,108.8
62656,2019,1,106.1,105.2
62627,2019,1,113.0,108.3
62643,2019,1,113.0,105.2
62684,2019,1,113.2,108.3
62671,2019,0,114.7,112.8
62677,2019,0,110.1,116.1
62687,2019,1,110.4,114.8
62705,2019,0,117.7,106.2
62735,2019,1,112.2,110.8
62713,2019,1,113.2,105.6
62716,2019,0,106.1,107.6
62742,2019,1,113.5,105.6
62765,2019,1,117.0,108.8
62748,2019,1,114.5,108.8
62750,2019,1,104.2,105.2
62774,2019,1,113.0,101.6
62768,2019,1,106.1,114.8
62792,2019,1,106.1,105.2
62802,2019,0,106.1,108.8
62857,2019,0,113.4,110.9
62813,2019,1,112.9,108.8
62831,2019,1,119.4,110.9
62838,2019,0,108.6,108.3
62884,2019,0,113.0,108.8
62880,2019,1,119.4,106.2
62892,2019,0,114.6,110.8
62911,2019,1,114.7,109.8
62945,2019,0,110.1,110.9
62913,2019,1,117.7,114.1
62922,2019,0,114.0,114.9
62932,2019,1,114.5,115.8
62967,2019,0,117.7,108.8
62961,2019,0,110.4,106.2
62972,2019,1,110.4,101.6
63311,2019,0,110.4,106.2
62979,2019,1,116.6,113.4
63368,2019,1,110.4,113.4
63329,2019,1,112.1,112.6
63342,2019,0,110.1,108.8
63379,2019,1,113.0,115.8
63371,2019,1,112.9,107.6
63388,2019,0,113.2,113.4
63401,2019,0,117.6,106.4
63400,2019,0,110.9,112.8
63404,2019,1,114.6,108.8
63430,2019,0,107.0,114.1
63409,2019,1,113.2,110.0
63421,2019,0,112.2,116.1
63415,2019,0,112.2,113.4
63417,2019,0,117.3,114.1
63437,2019,1,117.7,115.8
63476,2019,0,114.5,105.6
63446,2019,0,107.0,109.8
63452,2019,0,114.7,116.3
63464,2019,0,113.4,109.8
63483,2019,0,117.6,112.8
63489,2019,1,114.5,116.1
63496,2019,0,110.9,105.6
63505,2019,1,110.1,107.6
63511,2019,0,107.0,111.5
63535,2019,0,117.7,107.6
63515,2019,0,105.4,106.4
63546,2019,1,116.6,115.8
63554,2019,1,112.9,105.2
62694,2019,0,117.0,116.1
62590,2019,1,114.5,112.2
62587,2019,0,110.4,105.2
62589,2019,0,112.1,115.8
62591,2019,1,112.9,110.3
62593,2019,1,114.7,106.2
62626,2019,0,114.6,107.7
62630,2019,0,117.6,105.6
62632,2019,0,114.5,110.9
62633,2019,0,110.4,110.0
