id,season,winner,home_team_avg_score,visitor_team_avg_score
49116,2018,0,104.5,99.4
49112,2018,1,108.4,98.4
49117,2018,0,101.8,99.8
49111,2018,1,104.6,101.7
49115,2018,0,103.5,103.9
49119,2018,0,102.2,101.4
49132,2018,1,101.7,95.9
49118,2018,1,101.1,96.0
49121,2018,0,101.7,98.1
49129,2018,1,106.1,104.2
49136,2018,0,101.8,98.5
49145,2018,0,100.9,98.6
49122,2018,0,103.1,99.4
49125,2018,1,104.5,98.4
49138,2018,0,101.2,104.6
49137,2018,0,100.1,98.6
49141,2018,1,106.0,102.1
49149,2018,0,104.5,102.3
49151,2018,1,109.5,98.8
49152,2018,1,103.5,100.0
1,2018,1,105.7,99.8
2,2018,1,108.7,102.3
3,2018,0,100.9,101.1
4,2018,1,101.7,99.4
5,2018,1,103.1,95.9
6,2018,1,101.8,96.0
7,2018,1,101.6,98.4
8,2018,1,101.1,98.2
9,2018,0,104.9,98.4
10,2018,1,105.7,98.8
11,2018,0,105.5,100.0
12,2018,0,103.5,104.2
13,2018,1,108.4,101.5
14,2018,1,103.2,99.6
15,2018,0,103.4,96.0
16,2018,1,106.1,103.9
17,2018,0,101.8,98.1
18,2018,1,102.1,98.5
19,2018,1,101.1,101.8
20,2018,1,100.1,98.2
21,2018,1,101.2,101.7
22,2018,1,104.5,100.1
23,2018,0,104.6,104.6
24,2018,1,98.4,98.4
25,2018,1,103.5,102.3
26,2018,1,103.1,99.4
27,2018,0,103.4,98.6
28,2018,0,101.6,101.8
29,2018,1,103.2,98.6
30,2018,0,100.2,98.1
31,2018,0,101.8,99.3
32,2018,1,104.8,98.8
33,2018,1,109.5,104.2
34,2018,1,106.1,101.4
35,2018,0,107.8,102.1
36,2018,0,102.2,98.4
37,2018,0,106.0,101.7
38,2018,1,109.5,104.6
39,2018,1,103.5,102.1
40,2018,0,105.7,98.6
41,2018,1,101.1,98.1
42,2018,1,104.5,98.5
43,2018,1,100.1,100.1
44,2018,1,104.8,99.6
45,2018,0,104.6,95.9
46,2018,0,106.1,99.4
47,2018,1,108.7,104.2
48,2018,0,107.8,101.4
49,2018,1,101.7,99.8
50,2018,1,101.2,100.6
51,2018,1,109.5,101.7
52,2018,1,103.3,101.5
53,2018,0,102.2,99.4
54,2018,1,100.2,98.5
55,2018,1,101.1,98.8
56,2018,1,101.8,98.1
57,2018,0,104.9,100.0
58,2018,0,105.7,100.1
59,2018,1,104.5,99.8
60,2018,0,108.4,103.9
61,2018,1,105.5,95.9
62,2018,1,108.7,99.4
63,2018,1,101.7,98.2
64,2018,0,101.8,102.1
65,2018,0,106.0,101.8
66,2018,1,107.8,104.2
67,2018,1,100.9,99.6
68,2018,0,101.6,104.6
69,2018,1,101.1,101.5
70,2018,0,104.9,100.6
71,2018,0,100.1,101.1
72,2018,1,101.2,99.4
73,2018,1,105.5,99.4
74,2018,0,101.7,101.8
75,2018,0,101.2,100.0
76,2018,0,102.2,100.1
77,2018,0,103.3,99.6
78,2018,1,103.2,98.1
79,2018,1,100.2,102.1
80,2018,1,98.4,104.2
81,2018,1,104.5,98.6
82,2018,1,105.7,103.9
83,2018,0,104.8,100.0
84,2018,0,102.1,104.6
85,2018,1,106.0,104.2
86,2018,1,103.5,99.4
87,2018,0,103.1,102.1
88,2018,1,103.2,98.4
89,2018,0,100.2,101.7
90,2018,1,101.6,99.4
91,2018,0,101.8,104.6
92,2018,1,104.5,98.6
93,2018,1,100.1,103.9
94,2018,1,105.7,101.5
95,2018,1,109.5,98.4
96,2018,1,100.9,96.0
97,2018,1,102.2,98.4
98,2018,0,101.8,101.7
99,2018,1,105.7,99.3
100,2018,1,101.1,99.8
101,2018,0,104.9,102.1
102,2018,1,98.4,99.4
103,2018,1,106.0,100.6
49146,2018,0,101.6,99.3
49140,2018,1,104.6,104.2
104,2018,1,102.1,99.3
105,2018,0,101.6,100.1
106,2018,0,101.8,104.2
107,2018,1,100.1,100.0
108,2018,1,108.7,98.4
109,2018,1,107.8,101.5
110,2018,0,108.4,101.4
111,2018,0,100.9,102.3
112,2018,0,102.2,104.2
113,2018,1,103.2,100.6
114,2018,0,103.3,101.7
115,2018,1,105.7,101.1
116,2018,1,106.1,98.4
117,2018,0,103.4,102.3
118,2018,0,101.8,100.6
119,2018,0,102.1,102.1
120,2018,0,101.8,100.1
121,2018,0,104.8,98.5
122,2018,0,104.6,95.9
123,2018,0,108.4,98.6
124,2018,1,108.7,98.8
125,2018,1,103.2,99.3
126,2018,1,100.9,98.2
127,2018,1,103.1,101.8
128,2018,1,103.3,96.0
129,2018,1,105.7,98.4
130,2018,0,101.8,102.1
131,2018,1,109.5,100.0
132,2018,0,106.1,103.9
133,2018,1,104.5,101.7
134,2018,1,102.1,99.8
135,2018,1,103.4,98.5
136,2018,0,105.7,98.6
137,2018,1,108.4,95.9
138,2018,0,107.8,98.6
139,2018,1,106.1,98.8
140,2018,0,103.1,102.1
141,2018,0,101.6,99.6
142,2018,1,106.0,98.4
143,2018,1,106.1,101.1
144,2018,0,102.2,102.3
145,2018,1,104.6,101.5
146,2018,0,105.5,98.6
147,2018,1,107.8,98.8
148,2018,1,104.6,101.8
149,2018,1,101.2,104.2
150,2018,1,104.8,102.3
151,2018,0,101.6,98.6
152,2018,0,101.8,101.5
153,2018,1,106.0,98.5
154,2018,0,101.7,96.0
155,2018,1,103.5,98.8
156,2018,0,108.4,99.4
157,2018,0,103.3,98.5
158,2018,1,106.0,102.1
159,2018,0,100.2,100.1
160,2018,1,98.4,99.8
161,2018,1,101.8,98.2
162,2018,1,101.2,99.6
163,2018,0,109.5,99.4
164,2018,1,101.1,98.5
165,2018,1,108.7,99.4
166,2018,1,107.8,98.4
167,2018,1,100.1,99.4
168,2018,1,100.1,98.4
169,2018,1,109.5,101.8
170,2018,1,98.4,104.2
171,2018,0,108.4,101.8
172,2018,0,103.3,99.3
173,2018,1,103.5,101.1
174,2018,0,105.5,103.9
175,2018,0,101.7,98.1
176,2018,0,101.1,98.4
177,2018,1,103.5,104.6
178,2018,1,108.7,98.4
179,2018,1,105.7,99.6
180,2018,0,104.6,98.6
181,2018,1,108.7,95.9
182,2018,1,100.9,98.4
183,2018,1,104.8,99.4
184,2018,0,101.8,99.3
185,2018,1,100.2,101.4
186,2018,0,103.1,99.8
187,2018,1,106.1,100.6
188,2018,0,108.7,101.1
189,2018,1,101.8,99.4
190,2018,1,103.2,98.1
191,2018,1,105.5,98.8
192,2018,0,100.2,99.4
193,2018,1,101.8,98.2
194,2018,1,105.7,102.1
195,2018,1,104.9,100.1
196,2018,0,109.5,101.1
197,2018,1,106.1,101.8
198,2018,1,103.4,98.6
199,2018,0,100.2,99.8
200,2018,0,98.4,100.0
201,2018,1,106.0,104.2
202,2018,1,105.5,101.4
203,2018,1,102.2,98.1
204,2018,0,109.5,102.1
205,2018,1,101.8,99.8
206,2018,1,103.4,98.2
207,2018,0,102.1,96.0
208,2018,0,101.1,99.3
209,2018,1,104.8,100.0
210,2018,0,104.5,95.9
211,2018,1,108.4,101.4
212,2018,1,107.8,102.1
213,2018,1,104.9,104.6
214,2018,1,109.5,98.4
215,2018,1,103.5,101.4
216,2018,1,105.7,98.6
217,2018,1,103.1,96.0
218,2018,1,103.2,100.0
219,2018,0,103.4,99.4
220,2018,1,98.4,101.7
221,2018,1,100.1,102.1
222,2018,1,101.2,98.5
223,2018,1,104.5,99.6
224,2018,0,102.1,100.6
225,2018,1,103.1,98.4
226,2018,1,101.8,103.9
227,2018,1,101.2,104.2
228,2018,0,100.9,99.8
229,2018,0,105.7,100.0
230,2018,1,104.9,101.7
231,2018,0,101.8,98.6
232,2018,1,104.8,104.6
233,2018,0,108.4,102.3
234,2018,0,100.1,95.9
235,2018,0,100.2,103.9
236,2018,0,103.4,102.1
237,2018,1,105.7,104.6
238,2018,1,101.8,98.5
239,2018,1,100.9,101.8
240,2018,1,101.7,98.2
241,2018,1,103.1,100.0
242,2018,1,103.2,104.2
243,2018,0,103.3,100.6
244,2018,1,98.4,101.5
245,2018,1,104.5,104.2
246,2018,1,105.5,102.3
247,2018,1,101.2,101.4
248,2018,0,101.8,98.6
249,2018,0,100.2,99.4
250,2018,0,101.6,102.1
251,2018,1,103.4,100.6
252,2018,1,103.2,98.4
253,2018,1,100.9,100.1
254,2018,0,105.7,98.5
255,2018,0,102.2,103.9
256,2018,0,103.3,98.6
257,2018,1,104.9,99.3
258,2018,0,100.1,104.2
259,2018,1,101.8,104.2
260,2018,1,104.5,102.1
261,2018,1,104.8,99.4
262,2018,0,105.7,95.9
263,2018,0,104.6,101.7
264,2018,0,108.7,102.3
265,2018,1,103.5,95.9
266,2018,0,102.1,98.8
267,2018,1,101.7,102.1
268,2018,0,103.3,101.8
269,2018,0,103.2,98.2
270,2018,1,101.6,98.4
271,2018,0,103.1,101.4
272,2018,1,101.1,99.4
273,2018,0,101.8,96.0
274,2018,1,106.0,98.1
275,2018,0,104.5,104.2
276,2018,1,109.5,98.6
277,2018,1,108.7,102.1
278,2018,1,107.8,100.0
279,2018,1,102.2,102.1
280,2018,1,103.4,98.4
281,2018,1,100.1,99.6
282,2018,0,106.0,104.2
283,2018,1,104.8,101.8
284,2018,1,108.7,101.7
285,2018,1,104.5,101.4
286,2018,0,107.8,98.6
287,2018,1,101.7,104.2
288,2018,1,103.3,98.1
289,2018,0,102.1,99.8
290,2018,0,105.5,100.0
291,2018,0,98.4,98.5
292,2018,1,101.1,96.0
293,2018,0,106.1,100.6
294,2018,1,100.9,101.1
295,2018,0,102.2,98.8
296,2018,1,103.4,102.1
297,2018,0,101.8,101.4
298,2018,0,101.2,101.8
299,2018,0,104.6,100.1
300,2018,1,108.7,98.6
301,2018,1,101.7,98.5
302,2018,0,100.2,98.4
303,2018,1,109.5,103.9
304,2018,0,98.4,98.6
305,2018,0,108.4,100.1
306,2018,1,100.9,98.4
307,2018,0,104.9,101.5
308,2018,1,103.2,98.5
309,2018,0,102.1,100.0
310,2018,1,104.5,99.6
311,2018,1,101.2,99.4
312,2018,1,106.0,98.2
313,2018,1,100.1,101.4
314,2018,1,106.1,98.6
315,2018,1,103.5,104.2
316,2018,1,101.1,104.6
317,2018,1,107.8,100.1
318,2018,1,105.7,98.2
319,2018,1,101.7,99.6
320,2018,0,106.1,104.2
321,2018,1,101.6,101.1
322,2018,0,105.5,100.6
323,2018,0,100.9,100.0
324,2018,1,104.9,99.6
325,2018,0,102.1,95.9
326,2018,0,100.1,101.8
327,2018,0,105.7,102.1
328,2018,1,103.2,99.4
329,2018,0,108.4,98.6
330,2018,1,107.8,101.5
331,2018,1,100.2,98.4
332,2018,1,101.7,104.6
333,2018,0,102.2,98.6
334,2018,1,105.5,100.1
335,2018,1,105.7,102.1
336,2018,0,101.6,99.4
337,2018,0,101.2,100.6
338,2018,0,100.2,98.6
339,2018,0,101.8,104.2
340,2018,1,106.0,100.0
341,2018,0,100.9,98.4
342,2018,0,103.3,104.6
343,2018,0,108.4,101.7
344,2018,0,103.3,99.4
345,2018,1,100.1,98.1
346,2018,1,104.8,98.6
347,2018,1,107.8,104.2
348,2018,0,102.1,98.2
349,2018,1,104.6,101.4
350,2018,1,101.1,99.8
351,2018,1,107.8,96.0
352,2018,1,105.7,104.2
353,2018,1,104.8,100.6
354,2018,1,100.1,102.1
355,2018,1,104.8,102.1
356,2018,0,102.1,102.3
357,2018,1,107.8,101.4
358,2018,1,104.6,102.1
359,2018,1,104.9,102.1
360,2018,1,100.2,100.0
361,2018,0,101.1,104.2
362,2018,1,98.4,100.6
363,2018,1,100.9,99.3
364,2018,1,98.4,102.1
365,2018,0,103.2,100.1
366,2018,0,105.7,99.6
367,2018,1,103.2,95.9
368,2018,0,101.7,102.3
369,2018,1,104.5,99.3
370,2018,1,103.1,101.1
371,2018,0,108.7,98.6
372,2018,1,101.8,99.6
373,2018,1,105.7,98.4
374,2018,1,103.1,99.6
375,2018,0,102.2,104.6
376,2018,1,102.2,98.5
377,2018,1,104.6,96.0
378,2018,1,106.1,98.6
379,2018,1,106.0,100.6
380,2018,1,101.2,101.5
381,2018,1,106.1,104.2
382,2018,0,103.2,99.4
383,2018,0,105.5,104.6
384,2018,1,101.7,101.8
385,2018,1,105.7,98.5
386,2018,1,101.2,102.3
387,2018,1,108.4,101.5
388,2018,0,100.9,98.5
389,2018,1,100.9,104.2
390,2018,1,103.3,104.2
391,2018,0,103.4,101.8
392,2018,1,109.5,102.3
393,2018,1,101.8,100.0
394,2018,0,101.7,99.8
395,2018,0,103.5,96.0
396,2018,1,104.8,98.4
397,2018,0,98.4,96.0
398,2018,0,100.9,103.9
399,2018,0,101.8,100.1
400,2018,0,101.8,101.8
401,2018,1,105.5,98.8
402,2018,1,105.7,100.6
403,2018,0,102.2,101.1
404,2018,0,98.4,102.1
405,2018,0,102.2,101.7
406,2018,1,102.1,98.6
407,2018,1,102.2,99.4
408,2018,0,101.6,99.4
409,2018,1,104.9,103.9
410,2018,1,102.1,99.4
411,2018,1,108.4,98.8
412,2018,1,101.8,102.3
413,2018,1,104.8,102.1
414,2018,0,101.2,95.9
415,2018,1,106.1,98.8
416,2018,1,105.7,103.9
417,2018,0,104.5,104.6
418,2018,0,98.4,103.9
419,2018,0,108.4,96.0
420,2018,1,103.1,101.7
421,2018,0,101.7,98.4
422,2018,1,105.7,100.0
423,2018,1,103.2,99.3
424,2018,1,105.7,98.4
425,2018,1,109.5,95.9
426,2018,1,108.7,98.8
427,2018,0,101.1,101.1
428,2018,1,103.1,99.4
429,2018,1,104.5,98.2
430,2018,0,101.6,98.1
431,2018,0,101.8,101.7
432,2018,0,108.4,100.6
433,2018,0,103.5,98.6
434,2018,1,106.0,98.4
435,2018,1,103.4,99.4
436,2018,0,104.8,101.7
437,2018,1,102.1,98.4
438,2018,1,103.4,103.9
439,2018,0,102.2,99.8
440,2018,1,103.1,98.5
441,2018,1,109.5,98.6
442,2018,0,101.2,96.0
443,2018,1,100.1,101.7
444,2018,1,108.7,95.9
445,2018,1,106.0,99.6
446,2018,1,105.7,99.8
447,2018,0,101.7,101.1
448,2018,0,101.6,104.2
449,2018,1,104.9,100.0
450,2018,0,103.5,102.1
451,2018,0,103.1,98.2
452,2018,1,102.1,103.9
453,2018,1,109.5,101.5
454,2018,1,103.3,99.4
455,2018,0,105.7,104.2
456,2018,0,101.8,99.4
457,2018,1,100.9,98.2
458,2018,1,104.5,98.4
459,2018,1,103.2,98.5
460,2018,1,101.1,100.1
461,2018,0,101.8,101.4
462,2018,1,104.9,99.4
463,2018,1,104.6,104.6
464,2018,0,105.5,102.3
465,2018,1,106.1,95.9
466,2018,0,100.1,99.3
467,2018,1,103.5,101.5
468,2018,1,100.2,102.1
469,2018,1,100.9,99.3
470,2018,1,101.8,98.6
471,2018,0,102.1,100.1
472,2018,1,105.7,98.8
473,2018,1,107.8,98.4
474,2018,0,105.7,101.1
475,2018,1,105.5,95.9
476,2018,0,106.1,100.0
477,2018,1,101.1,98.2
478,2018,0,101.6,98.4
479,2018,1,103.5,104.2
480,2018,1,103.4,104.2
481,2018,1,103.2,98.6
482,2018,1,100.2,101.1
483,2018,1,104.9,101.4
484,2018,1,108.7,101.5
485,2018,0,104.6,102.3
486,2018,0,101.7,98.4
487,2018,1,103.1,99.4
488,2018,1,105.7,98.1
489,2018,0,102.2,99.6
490,2018,1,102.1,104.2
491,2018,0,101.8,96.0
492,2018,1,105.5,98.4
493,2018,0,106.0,98.8
494,2018,1,106.1,101.5
495,2018,1,108.7,100.6
496,2018,0,107.8,95.9
497,2018,0,101.6,101.1
498,2018,1,104.9,102.3
499,2018,1,105.7,99.8
500,2018,0,108.7,103.9
501,2018,1,104.6,102.1
502,2018,0,101.8,104.2
503,2018,1,101.7,99.4
504,2018,0,103.3,100.1
505,2018,1,102.1,98.1
506,2018,0,100.2,98.6
507,2018,0,101.8,98.8
508,2018,1,98.4,98.2
509,2018,1,104.8,98.4
510,2018,1,105.7,104.2
511,2018,1,103.5,101.7
512,2018,1,104.9,101.8
513,2018,1,104.5,98.5
514,2018,1,105.5,103.9
515,2018,0,104.6,99.8
516,2018,0,108.7,102.1
517,2018,1,103.1,99.3
518,2018,1,100.9,99.4
519,2018,0,103.4,99.6
520,2018,1,101.8,98.6
521,2018,1,101.2,101.5
522,2018,1,100.2,98.2
523,2018,0,100.1,98.4
524,2018,1,109.5,101.4
525,2018,0,108.4,102.3
526,2018,0,107.8,100.6
527,2018,1,104.5,99.4
528,2018,0,101.2,102.1
529,2018,1,103.4,98.1
530,2018,1,103.3,98.2
531,2018,0,98.4,101.8
532,2018,1,104.6,98.5
533,2018,0,108.4,104.2
534,2018,0,106.1,104.6
535,2018,0,103.5,101.4
536,2018,1,101.8,99.3
